region_i,region_j,deltaE00,deltaE76
gamut_006_cymymy,gamut_042_cmcmym,29.824488541956697,38.899684968007165
gamut_006_cymymy,gamut_043_cmmm,41.24797588079904,64.68223731802219
gamut_006_cymymy,gamut_044_mcmmm,41.024387615630566,63.56072141734143
gamut_006_cymymy,gamut_045_mmcmmm,40.905582960809305,63.31366242507063
gamut_006_cymymy,gamut_046_m,40.30467473375488,63.99894592850944
gamut_006_cymymy,gamut_047_cmym,19.31106736323994,23.840527218861425
gamut_006_cymymy,gamut_048_cmmym,27.274688026777405,33.7351013688324
gamut_006_cymymy,gamut_049_cmmmym,30.664804953389076,39.3600342764961
gamut_006_cymymy,gamut_050_mmmymm,32.00766173758755,45.08699659023779
gamut_006_cymymy,gamut_051_mmmym,30.445501661078776,42.452505530007706
gamut_006_cymymy,gamut_052_mmmy,26.969409760323387,36.9960405957714
gamut_006_cymymy,gamut_053_mmy,22.764906912099637,30.545539933923088
gamut_006_cymymy,gamut_054_cmymym,15.375460860497812,18.23440503290015
gamut_006_cymymy,gamut_055_mmymy,19.85914749485527,27.015980342060523
gamut_007_myyy,gamut_008_ymyyy,3.3841180186397186,4.828035216507054
gamut_007_myyy,gamut_009_yymyyy,7.173077419575291,10.28669502435224
gamut_007_myyy,gamut_010_y,29.392534575017606,46.73172974241435
gamut_007_myyy,gamut_011_cymy,20.516609232819313,30.301149089630414
gamut_007_myyy,gamut_012_cymyy,19.90885906681187,28.082441689944346
gamut_007_myyy,gamut_013_cymyyy,19.780701115438582,27.367001679239397
gamut_007_myyy,gamut_014_yycyyy,29.960238296193292,45.87456130266039
gamut_007_myyy,gamut_015_ycyyy,30.45268325460725,46.387226437005424
gamut_007_myyy,gamut_016_cyyy,31.18500604116798,47.148275610002834
gamut_007_myyy,gamut_017_cyy,32.264860155332805,48.62730366149796
gamut_007_myyy,gamut_018_cycymy,25.285677024174763,35.494152108654475
gamut_007_myyy,gamut_019_cycyy,33.13624914278926,49.89340674181008
gamut_007_myyy,gamut_020_cy,33.9306792398548,50.899337749526836
gamut_007_myyy,gamut_021_cmycy,25.781436428721303,38.36045241054607
gamut_007_myyy,gamut_022_ccycy,34.438408015352664,51.788869911790655
gamut_007_myyy,gamut_023_ccy,34.46693586358425,52.434963277938294
gamut_007_myyy,gamut_024_cmcycy,29.25674814774772,44.74345025611065
gamut_007_myyy,gamut_025_cccy,34.57029309023454,55.01470004493042
gamut_007_myyy,gamut_026_cccyc,34.685272823641974,58.85062696702757
gamut_007_myyy,gamut_027_cccycc,35.15518904798143,60.98262913472621
gamut_007_myyy,gamut_028_c,46.2971844192418,92.87828493317105
